,index,link,title,postdate,latitude,longitude,neighborhood,beds,baths,area,others,price,text,restaurant_count,school_count,bus_station_count,railway_station_count,distance_from_us
882,896,https://chicago.craigslist.org/chc/apa/d/chicago-love-2-bd-on-hermitage-central/6858042192.html,"LOVE!~ 2 Bd on N Hermitage, Central Air, Dishwasher, Laundry in Unit",Apr 11,41.968931,-87.672856,,2.0,1.0,,,1850.0,price: $1850.0<br>Beds: 2.0<br> Baths: 1.0,11,1,0,3,6.4506036618748
883,897,https://chicago.craigslist.org/chc/apa/d/chicago-great-1bd-on-franklin-stainless/6858049751.html,"Great/1Bd on N Franklin, Stainless Steel Appliance(s), Laundry in Unit",Apr 11,41.893232,-87.635752,,1.0,1.0,,,2000.0,price: $2000.0<br>Beds: 1.0<br> Baths: 1.0,50,1,0,9,1.030239809437618
884,898,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-four-bedroom/6858049639.html,Renovated Four Bedroom Apartment For Rent!,Apr 11,41.910271,-87.707106,,4.0,1.0,,,1895.0,price: $1895.0<br>Beds: 4.0<br> Baths: 1.0,6,3,0,0,4.067038274678754
885,899,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1-bd-on-north-lasalle/6858049869.html,"AMAZING! 1 Bd on North Lasalle St., Pet Ok",Apr 11,41.8923,-87.6373,,1.0,1.0,,,2000.0,price: $2000.0<br>Beds: 1.0<br> Baths: 1.0,50,1,0,10,0.951593160221594
886,900,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-available-now/6863691111.html,1 Bedroom available now,Apr 11,41.93449,-87.640387,,1.0,1.0,,,1395.0,price: $1395.0<br>Beds: 1.0<br> Baths: 1.0,26,3,0,0,3.8520357086152877
887,901,https://chicago.craigslist.org/chc/apa/d/chicago-nicely-updated-irving-park-3/6853987961.html,✿ NICELY UPDATED Irving Park 3 bedroom - W/D IN UNIT - central air,Apr 11,41.955331,-87.727557,,3.0,1.0,,,1800.0,price: $1800.0<br>Beds: 3.0<br> Baths: 1.0,1,0,0,3,6.934868047741837
888,902,https://chicago.craigslist.org/chc/apa/d/chicago-jr-1bd-1ba-easy-walk-to-the/6860242814.html,Jr. 1bd/1ba Easy Walk To The Bryn Mawr Stop! Heat Included! Ready!,Apr 11,41.985131,-87.662358,,1.0,1.0,,,900.0,price: $900.0<br>Beds: 1.0<br> Baths: 1.0,6,3,0,3,7.435385236677828
889,903,https://chicago.craigslist.org/chc/apa/d/chicago-massive-size-2bd-2bd-steps-to/6852103582.html,Massive Size 2bd/2bd Steps To The Morse Redline! Heat & Gas Included!,Apr 11,42.007684,-87.66857,,2.0,2.0,,,1400.0,price: $1400.0<br>Beds: 2.0<br> Baths: 2.0,13,3,0,4,9.02329571728302
890,904,https://chicago.craigslist.org/chc/apa/d/chicago-nice-affordable-heat-included/6840080744.html,Nice & Affordable! Heat Included! Dishwasher! Hardwood Floors! Ready!,Apr 11,41.961772,-87.704867,,1.0,1.0,,,975.0,price: $975.0<br>Beds: 1.0<br> Baths: 1.0,2,2,0,4,6.625845353301482
891,905,https://chicago.craigslist.org/chc/apa/d/chicago-7th-floor-corner-unit-southwest/6852104794.html,7th Floor Corner Unit W/Southwest Views! Heat Included! New Kitchen!,Apr 11,41.987926,-87.654934,,1.0,1.0,,,1265.0,price: $1265.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.578900474189482
892,906,https://chicago.craigslist.org/chc/apa/d/chicago-super-nice-buena-park-3-bedroom/6853990411.html,✿ SUPER NICE Buena Park 3 bedroom / 2 bath - HEAT INCLUDED!,Apr 11,41.960232,-87.654255,,3.0,2.0,,,1995.0,price: $1995.0<br>Beds: 3.0<br> Baths: 2.0,3,3,0,4,5.674865745973175
893,907,https://chicago.craigslist.org/chc/apa/d/chicago-nice-spacious-buena-park-3/6853991395.html,"✿ NICE, SPACIOUS Buena Park 3 bedroom / 2 bath - HEAT INCLUDED!",Apr 11,41.960232,-87.654255,,3.0,2.0,,,2175.0,price: $2175.0<br>Beds: 3.0<br> Baths: 2.0,3,3,0,4,5.674865745973175
894,908,https://chicago.craigslist.org/chc/apa/d/chicago-2-bd-on-east-ohio-st-2-bath/6863700621.html,"2 Bd on East Ohio St., 2 Bath",Apr 11,41.893355,-87.609844,,2.0,2.0,1222.0,['apartment'],3596.0,price: $3596.0<br>Beds: 2.0<br> Baths: 2.0,9,0,0,0,1.8640500210964666
895,909,https://chicago.craigslist.org/chc/apa/d/montgomery-910-month-water-2-bed-unit/6863700650.html,$910/MONTH + WATER / 2 BED UNIT/HEAT INCLUDED,Apr 11,41.713097,-88.346794,,2.0,1.0,800.0,"['available apr 11', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",910.0,price: $910.0<br>Beds: 2.0<br> Baths: 1.0,0,0,0,0,38.121686765702904
896,910,https://chicago.craigslist.org/chc/apa/d/chicago-super-cool-modern-bucktown-loft/6863700668.html,SUPER COOL MODERN BUCKTOWN LOFT 2 BED / 2BTH! 6/1,Apr 11,41.910432,-87.679955,,2.0,2.0,,,2375.0,price: $2375.0<br>Beds: 2.0<br> Baths: 2.0,50,5,0,3,2.9923303923755906
897,911,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-buena-park-3-bedroom/6854002369.html,✿ BEAUTIFUL Buena Park 3 bedroom / 3 bath - W/D IN UNIT - roof deck,Apr 11,41.955632,-87.654755,,3.0,3.0,,,2700.0,price: $2700.0<br>Beds: 3.0<br> Baths: 3.0,4,4,0,2,5.363452876156404
898,912,https://chicago.craigslist.org/chc/apa/d/chicago-1264-montrose-in-sheridan-park/6863700857.html,"1264 W Montrose in Sheridan Park-2Bed w/Free Heat,HDWD,Laundry",Apr 11,41.9719,-87.6624,,2.0,1.0,,,1585.0,price: $1585.0<br>Beds: 2.0<br> Baths: 1.0,11,2,0,6,6.534394429557354
899,913,https://chicago.craigslist.org/chc/apa/d/chicago-super-nice-buena-park-3-bedroom/6853991553.html,✿  SUPER NICE Buena Park 3 bedroom / 2 bath - central air - back deck,Apr 11,41.958832,-87.656455,,0.0,2.0,,,2295.0,price: $2295.0<br>Beds: 0.0<br> Baths: 2.0,2,1,0,3,5.594639387409857
900,914,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-spacious-convertible/6863701054.html,AMAZING SPACIOUS CONVERTIBLE STUDIO W/ SS APPS *HWD FLOORS *CATS OK,Apr 11,41.925732,-87.640654,,1.0,1.0,,,1760.0,price: $1760.0<br>Beds: 1.0<br> Baths: 1.0,25,5,0,1,3.2473859877060374
901,915,https://chicago.craigslist.org/chc/apa/d/chicago-june-1-amazing-2-brm-plus/6863701068.html,June 1- amazing 2 brm plus office with sky lights - top floor,Apr 11,41.895932,-87.680993,,2.0,0.0,,,1800.0,price: $1800.0<br>Beds: 2.0<br> Baths: 0.0,17,6,0,1,2.4063875602160256
902,916,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-updated-east-lake-view/6863701121.html,Amazing Updated East Lake View Condo,Apr 11,41.9543,-87.6575,,1.0,1.0,775.0,"['available may 1', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']",1895.0,price: $1895.0<br>Beds: 1.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
903,917,https://chicago.craigslist.org/chc/apa/d/chicago-2br-nd-st-in-hyde-park-2bed/6863701221.html,"2br - 1362 E 52nd St in Hyde Park-2Bed Free Heat, DW,MW,HDWD",Apr 11,41.8022,-87.6006,,2.0,1.0,,,1300.0,price: $1300.0<br>Beds: 2.0<br> Baths: 1.0,3,3,0,1,5.662984492481879
904,918,https://chicago.craigslist.org/chc/apa/d/chicago-two-bedroom-in-lincoln-park/6863701259.html,Two Bedroom in Lincoln Park,Apr 11,41.930832,-87.656354,,2.0,0.0,,,2850.0,price: $2850.0<br>Beds: 2.0<br> Baths: 0.0,16,3,0,4,3.6927945989803503
905,919,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-nicely-updated/6863701436.html,"Top floor!  Nicely updated: hardwood floors, newer appliances - no dep",Apr 11,41.928232,-87.709356,,0.0,1.0,,,995.0,price: $995.0<br>Beds: 0.0<br> Baths: 1.0,37,1,0,1,4.928401088701374
906,920,https://chicago.craigslist.org/chc/apa/d/chicago-incredible-west-loop-convert/6863701473.html,"Incredible West Loop Convert. Studio.  Balcony,  W/D InUnit. Pets OK.",Apr 11,41.881632,-87.656553,,0.0,1.0,522.0,"['available apr 11', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']",1950.0,price: $1950.0<br>Beds: 0.0<br> Baths: 1.0,40,2,0,4,0.8596950971751582
907,921,https://chicago.craigslist.org/chc/apa/d/chicago-massive-river-north-condo/6863701485.html,Massive River North Condo Quality Two Bedroom Apartment,Apr 11,41.893332,-87.628252,,2.0,2.0,1240.0,"['available may 1', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'laundry in bldg']",3600.0,price: $3600.0<br>Beds: 2.0<br> Baths: 2.0,50,2,0,8,1.1849779622271563
908,922,https://chicago.craigslist.org/chc/apa/d/chicago-nd-st-in-hyde-park-2bed-free/6863701796.html,"1362 E 52nd St in Hyde Park-2Bed Free Heat, DW,MW,HDWD",Apr 11,41.8022,-87.6006,,2.0,1.0,,,1615.0,price: $1615.0<br>Beds: 2.0<br> Baths: 1.0,3,3,0,1,5.662984492481879
909,923,https://chicago.craigslist.org/chc/apa/d/montgomery-910-month-water-2-bed-unit/6863702153.html,$910/MONTH + WATER / 2 BED UNIT/HEAT INCLUDED,Apr 11,41.713241,-88.347008,,2.0,1.0,800.0,"['available apr 11', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",970.0,price: $970.0<br>Beds: 2.0<br> Baths: 1.0,0,0,0,0,38.12917621489848
910,924,https://chicago.craigslist.org/chc/apa/d/chicago-dont-miss-out-on-this-2-bedroom/6863702228.html,Don't Miss Out on this 2 Bedroom in Lincoln Park,Apr 11,41.9229,-87.6483,,2.0,2.0,1322.0,"['available apr 11', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']",3042.0,price: $3042.0<br>Beds: 2.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
911,925,https://chicago.craigslist.org/chc/apa/d/chicago-large-updated-studio-view/6863702432.html,Large Updated Studio w/ View,Apr 11,41.936732,-87.639654,,0.0,1.0,,,1155.0,price: $1155.0<br>Beds: 0.0<br> Baths: 1.0,21,1,0,0,4.0069700078723764
912,926,https://chicago.craigslist.org/chc/apa/d/chicago-1bed-1bathsection-8/6863702600.html,1BED 1BATH***SECTION 8 APPROVED***80th & Hermitage,Apr 11,41.748533,-87.66705,,1.0,1.0,,,950.0,price: $950.0<br>Beds: 1.0<br> Baths: 1.0,0,6,0,0,9.092220959608722
913,927,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-bright-west-loop-pet/6863702629.html,Amazing & Bright West Loop Pet Friendly 2bed/2Bth.  InUnit W/D.,Apr 11,41.885135,-87.647465,,2.0,2.0,,,3199.0,price: $3199.0<br>Beds: 2.0<br> Baths: 2.0,50,0,1,5,0.5771211868973997
914,928,https://chicago.craigslist.org/chc/apa/d/chicago-andersonville-gorgeous-2-bed/6863702798.html,Andersonville Gorgeous 2 bed with dining & sun room.,Apr 11,41.9719,-87.6624,,2.0,1.0,,,1645.0,price: $1645.0<br>Beds: 2.0<br> Baths: 1.0,11,2,0,6,6.534394429557354
915,929,https://chicago.craigslist.org/chc/apa/d/chicago-2bed-1bathchathamsection/6863702831.html,2bed 1bath***Chatham***SECTION * APPROVED***,Apr 11,41.7458,-87.6054,,2.0,1.0,,,1100.0,price: $1100.0<br>Beds: 2.0<br> Baths: 1.0,1,1,0,3,9.350222658767407
916,930,https://chicago.craigslist.org/chc/apa/d/chicago-high-end-high-rise-in-great/6858074604.html,High End High Rise in Great South loop Museum Campus Location!,Apr 11,41.870533,-87.627511,,1.0,1.0,,,1938.0,price: $1938.0<br>Beds: 1.0<br> Baths: 1.0,29,3,0,13,0.8661895895620405
917,931,https://chicago.craigslist.org/chc/apa/d/chicago-3-bd-on-wilmot-hardwood-floors/6858118023.html,"3 Bd on N. Wilmot, Hardwood Floors, Modern Bathroom, Modern Kitchen",Apr 11,41.916232,-87.685055,,3.0,1.0,,,1900.0,price: $1900.0<br>Beds: 3.0<br> Baths: 1.0,19,2,0,2,3.464946308876268
918,932,https://chicago.craigslist.org/chc/apa/d/chicago-new-huge-gut-rehab-1-bed-in/6858417439.html,"New!!! Huge Gut Rehab 1 Bed in East Lakeview, Must See",Apr 11,41.945532,-87.653755,,1.0,1.0,,,1450.0,price: $1450.0<br>Beds: 1.0<br> Baths: 1.0,35,2,0,4,4.66593132989795
919,933,https://chicago.craigslist.org/chc/apa/d/chicago-large-3-bd-on-fremont-2-bath/6858208363.html,"Large! 3 Bd on Fremont, 2 Bath, Hardwood Floors, Laundry in Building",Apr 11,41.947427,-87.65206,,3.0,2.0,,,2625.0,price: $2625.0<br>Beds: 3.0<br> Baths: 2.0,29,3,0,4,4.78358653473716
920,934,https://chicago.craigslist.org/chc/apa/d/chicago-2bed-1bathchathamsection/6863703025.html,2bed 1bath***Chatham***SECTION * APPROVED***,Apr 11,41.7458,-87.6054,,2.0,1.0,,,1100.0,price: $1100.0<br>Beds: 2.0<br> Baths: 1.0,1,1,0,3,9.350222658767407
921,935,https://chicago.craigslist.org/chc/apa/d/chicago-great-2-bd-on-north-marine-high/6858426500.html,"Great! 2 Bd on North Marine, High Ceiling, Cats Ok, Elevator, Gym",Apr 11,41.954832,-87.645454,,2.0,1.0,,,1650.0,price: $1650.0<br>Beds: 2.0<br> Baths: 1.0,2,6,0,2,5.2632165614097675
922,936,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-new-2br-rehab-with/6858427438.html,"Stunning!!! NEW 2BR Rehab with Heat Included, No Deposit!",Apr 11,41.965623,-87.654959,,2.0,1.0,,,1564.0,price: $1564.0<br>Beds: 2.0<br> Baths: 1.0,10,3,0,4,6.048681782174543
923,937,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-2-bd-on-north/6858431146.html,"EDGEWATER! 2 Bd on North Sheridan, 2 Bath, Dishwasher, Hardwood Floors",Apr 11,41.987631,-87.655556,,2.0,2.0,,,1600.0,price: $1600.0<br>Beds: 2.0<br> Baths: 2.0,5,1,0,3,7.561876954182116
924,938,https://chicago.craigslist.org/chc/apa/d/chicago-st-in-hyde-park-2bdfree/6863703083.html,"1362 E. 52st in Hyde Park-2bd,Free Heat,DW,MW,HDWD,Laundry",Apr 11,41.800833,-87.602949,,2.0,1.0,,,1575.0,price: $1575.0<br>Beds: 2.0<br> Baths: 1.0,0,4,0,1,5.709339006715619
925,939,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-1-bedroom-1-bath-unit/6859744071.html,Lakeview- 1 Bedroom/ 1 Bath Unit Available $1735,Apr 11,41.942632,-87.661555,,1.0,1.0,,,1735.0,price: $1735.0<br>Beds: 1.0<br> Baths: 1.0,17,2,0,5,4.547297848809504
926,940,https://chicago.craigslist.org/chc/apa/d/chicago-andersonville-edgewater-new/6858431558.html,Andersonville/Edgewater! NEW EXPOSED BRICK! 2BED 1 BATH,Apr 11,41.977044,-87.648948,,2.0,1.0,,,1600.0,price: $1600.0<br>Beds: 2.0<br> Baths: 1.0,0,0,0,4,6.804699830482432
927,941,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-parking-included/6863703101.html,Pet Friendly. Parking Included! Private Balcony. 4 Blocks to El.,Apr 11,41.877031,-87.624284,,2.0,2.0,,,2650.0,price: $2650.0<br>Beds: 2.0<br> Baths: 2.0,36,4,0,20,0.8313910422786734
928,942,https://chicago.craigslist.org/chc/apa/d/chicago-go-cubs-go-2-bedroom-in/6858451809.html,GO CUBS GO!! 2 Bedroom in Lakeview/Wrigleyville!!,Apr 11,41.946932,-87.672655,,2.0,1.0,,,1745.0,price: $1745.0<br>Beds: 2.0<br> Baths: 1.0,6,4,0,4,4.995805021466773
929,943,https://chicago.craigslist.org/chc/apa/d/chicago-go-cubs-go-2-bedroom-in/6858434831.html,GO CUBS GO!!! 2 Bedroom In Lakeview/ Wrigleyville!!,Apr 11,41.948932,-87.666655,,2.0,1.0,,,1725.0,price: $1725.0<br>Beds: 2.0<br> Baths: 1.0,8,3,0,5,5.034702629878929
930,944,https://chicago.craigslist.org/chc/apa/d/chicago-great-1bed-1bath/6856047190.html,"Great! 1bed/1bath North,Racine,Shared Deck, Hardwood Floors, Window AC",Apr 11,41.946332,-87.659355,,1.0,1.0,,,1450.0,price: $1450.0<br>Beds: 1.0<br> Baths: 1.0,29,1,0,4,4.77120087337767
931,945,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-huge-duplex-4br-2ba/6856045736.html,LAKEVIEW! HUGE DUPLEX! 4BR/2BA DUPLEX CLOSE TO WELLINGTON EL STOP,Apr 11,41.936332,-87.655454,,4.0,2.0,1600.0,"['available jun 1', 'cats are OK - purrr', 'apartment', 'w/d in unit', 'street parking']",3200.0,price: $3200.0<br>Beds: 4.0<br> Baths: 2.0,30,3,0,4,4.0546892910475805
932,946,https://chicago.craigslist.org/chc/apa/d/chicago-huge-loft-1bed-west-chicago-pet/6856408629.html,"HUGE LOFT! 1bed West Chicago, Pet FRIENDLY  1.5 Bath, Fireplace, A/C",Apr 11,41.9008,-87.6528,,1.0,1.5,1800.0,"['available may 1', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']",1950.0,price: $1950.0<br>Beds: 1.0<br> Baths: 1.5,3,2,0,1,1.6556466753462413
933,947,https://chicago.craigslist.org/chc/apa/d/chicago-go-cubs-go-huge-duplex-down/6851283569.html,GO CUBS GO!!!  HUGE DUPLEX DOWN condo-quality 2 Bed/2 bath IN UNIT W/D,Apr 11,41.953732,-87.652355,,2.0,2.5,,,2600.0,price: $2600.0<br>Beds: 2.0<br> Baths: 2.5,5,5,0,2,5.2174937127506915
934,948,https://chicago.craigslist.org/chc/apa/d/chicago-go-cubs-go-huge-duplex-down/6851283830.html,GO CUBS GO!!! HUGE DUPLEX DOWN condo-quality 2 Bed/2 bath IN UNIT W/D,Apr 11,41.953732,-87.652355,,2.0,2.5,,,2600.0,price: $2600.0<br>Beds: 2.0<br> Baths: 2.5,5,5,0,2,5.2174937127506915
935,949,https://chicago.craigslist.org/chc/apa/d/chicago-large-3br-15ba-with-parking/6856619258.html,Large!!!! 3BR/1.5BA with Parking Included!!,Apr 11,41.926932,-87.669455,,3.0,1.5,,,2400.0,price: $2400.0<br>Beds: 3.0<br> Baths: 1.5,8,2,0,0,3.6516972547531474
936,950,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-rehabbed-close-to-red/6851276353.html,Edgewater! Rehabbed! Close to Red Line,Apr 11,41.975557,-87.658026,,1.0,1.0,,,950.0,price: $950.0<br>Beds: 1.0<br> Baths: 1.0,12,3,0,4,6.749220466319795
937,951,https://chicago.craigslist.org/chc/apa/d/chicago-1bed-1bathsection-8/6863703258.html,1BED 1BATH***SECTION 8 APPROVED***80th & Hermitage,Apr 11,41.748533,-87.66705,,1.0,1.0,,,950.0,price: $950.0<br>Beds: 1.0<br> Baths: 1.0,0,6,0,0,9.092220959608722
938,952,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-square-3br-15ba-den/6851279600.html,Lincoln Square! 3BR/1.5BA Den With NO Deposit! Available Now,Apr 11,41.921732,-87.689455,,3.0,2.0,,,2250.0,price: $2250.0<br>Beds: 3.0<br> Baths: 2.0,24,4,0,2,3.8998791447136787
939,953,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-gut-rehab-junior-1/6851279472.html,Uptown!  Gut-rehab Junior 1 Bedroom units,Apr 11,41.975631,-87.655255,,1.0,1.0,700.0,"['available jun 1', 'apartment']",1200.0,price: $1200.0<br>Beds: 1.0<br> Baths: 1.0,12,2,0,4,6.736569772977297
940,954,https://chicago.craigslist.org/chc/apa/d/chicago-go-cubs-go-2-bed-2-ba-huge/6851281716.html,"GO CUBS GO!!!  2 Bed 2 Ba HUGE duplex down, heart of Wrigleyville!",Apr 11,41.953732,-87.652355,,2.0,2.5,,,2600.0,price: $2600.0<br>Beds: 2.0<br> Baths: 2.5,5,5,0,2,5.2174937127506915
941,955,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-new-1-bedrooms-in/6851278435.html,Edgewater! NEW!  1 Bedrooms in Edgewater-*EARLY BIRD SPECIALS!!*,Apr 11,41.974531,-87.669856,,1.0,1.0,,,1450.0,price: $1450.0<br>Beds: 1.0<br> Baths: 1.0,13,0,0,7,6.788633530896772
942,956,https://chicago.craigslist.org/chc/apa/d/chicago-go-cubs-go-exposed-brick-loft/6851285431.html,GO CUBS GO! EXPOSED BRICK! Loft-style 3 Bed/2 ba IN UNIT LAUNDRY,Apr 11,41.953732,-87.652355,,3.0,2.0,,,3300.0,price: $3300.0<br>Beds: 3.0<br> Baths: 2.0,5,5,0,2,5.2174937127506915
943,957,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-rehabbed-studio-unit/6859744814.html,Lakeview- Rehabbed Studio Unit Available $1195,Apr 11,41.943332,-87.670155,,0.0,1.0,,,1195.0,price: $1195.0<br>Beds: 0.0<br> Baths: 1.0,9,6,0,3,4.718833990677632
944,958,https://chicago.craigslist.org/chc/apa/d/chicago-go-cubs-go-loft-style-condo/6851285364.html,GO CUBS GO!!! Loft-style condo-quality 2 Bed/2 ba IN UNIT W/D,Apr 11,41.953732,-87.652355,,2.0,2.0,,,2600.0,price: $2600.0<br>Beds: 2.0<br> Baths: 2.0,5,5,0,2,5.2174937127506915
945,959,https://chicago.craigslist.org/chc/apa/d/chicago-logan-square-1bd-on-north/6851273534.html,"Logan Square! 1Bd on North Milwaukee Ave., Pet Friendly! TMG",Apr 11,41.923832,-87.699056,,1.0,1.0,,,1725.0,price: $1725.0<br>Beds: 1.0<br> Baths: 1.0,37,2,0,3,4.339082496668959
946,960,https://chicago.craigslist.org/chc/apa/d/chicago-bucktown-loft-huge-renovated/6850542756.html,BUCKTOWN LOFT! HUGE Renovated Artist Loft !,Apr 11,41.919232,-87.680255,,1.0,1.0,,,1795.0,price: $1795.0<br>Beds: 1.0<br> Baths: 1.0,15,2,0,1,3.471044134732741
947,961,https://chicago.craigslist.org/chc/apa/d/chicago-2bed-1bathchathamsection/6863703439.html,2bed 1bath***Chatham***SECTION * APPROVED***,Apr 11,41.7458,-87.6054,,2.0,1.0,,,1100.0,price: $1100.0<br>Beds: 2.0<br> Baths: 1.0,1,1,0,3,9.350222658767407
948,962,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-new-everything-gut-rehab/6850992068.html,Uptown! NEW EVERYTHING! Gut-rehab 1 Bedroom units,Apr 11,41.975631,-87.655255,,1.0,1.0,700.0,"['available apr 1', 'apartment']",1600.0,price: $1600.0<br>Beds: 1.0<br> Baths: 1.0,12,2,0,4,6.736569772977297
949,963,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-nice-1-bedroom-1-bath/6859753077.html,Lakeview- Nice 1 Bedroom/ 1 Bath Unit Available $1495,Apr 11,41.949232,-87.653355,,1.0,1.0,,,1495.0,price: $1495.0<br>Beds: 1.0<br> Baths: 1.0,22,4,0,3,4.915875310470661
950,964,https://chicago.craigslist.org/chc/apa/d/chicago-1-bd-on-do-not-post-north/6852659689.html,"1 Bd on DO NOT POST North Wabash Ave., Pet Ok, Dishwasher, Fireplace",Apr 11,41.8971,-87.6223,,1.0,1.0,792.0,"['available may 1', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']",1875.0,price: $1875.0<br>Beds: 1.0<br> Baths: 1.0,50,2,0,4,1.5716305723785813
951,965,https://chicago.craigslist.org/chc/apa/d/chicago-bucktown-western-north-1-bed-1/6863703505.html,*Bucktown - (Western + North) - 1 bed/1 bath + loft! Available Now!*,Apr 11,41.910332,-87.687455,,1.0,1.0,,,1700.0,price: $1700.0<br>Beds: 1.0<br> Baths: 1.0,15,3,0,2,3.2624619569438824
952,966,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-new-rehab-close-to-lake/6850942867.html,Stunning NEW Rehab Close to Lake!,Apr 11,41.965644,-87.65035,,1.0,1.0,,,1340.0,price: $1340.0<br>Beds: 1.0<br> Baths: 1.0,2,2,0,4,6.025229745528144
953,967,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-2-bd-on-north-clarendon/6850941405.html,"Uptown! 2 Bd on North Clarendon, Gym, Granite Counter Tops",Apr 11,41.965644,-87.65035,,2.0,1.0,,,1745.0,price: $1745.0<br>Beds: 2.0<br> Baths: 1.0,2,2,0,4,6.025229745528144
954,968,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-2-bd-on-north-clarendon/6850947246.html,"Uptown! 2 Bd on North Clarendon, Bike Room/Bike Trails, Gym",Apr 11,41.965644,-87.65035,,2.0,1.0,,,1745.0,price: $1745.0<br>Beds: 2.0<br> Baths: 1.0,2,2,0,4,6.025229745528144
955,969,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-stunning-new-gut-with/6850935815.html,Uptown! Stunning NEW GUT!  with HEAT Included - No Deposit,Apr 11,41.965644,-87.65035,,1.0,1.0,1400.0,"['available mar 1', 'cats are OK - purrr', 'apartment']",1588.0,price: $1588.0<br>Beds: 1.0<br> Baths: 1.0,2,2,0,4,6.025229745528144
956,970,https://chicago.craigslist.org/chc/apa/d/chicago-2-bd-on-north-clarendon-bike/6850952482.html,"2 Bd on North Clarendon, Bike Room/Bike Trails, Gym",Apr 11,41.965644,-87.65035,,2.0,1.0,,,1745.0,price: $1745.0<br>Beds: 2.0<br> Baths: 1.0,2,2,0,4,6.025229745528144
957,971,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-new-2-bed-condo-style/6850920254.html,Edgewater ! New 2 Bed Condo-Style Unit,Apr 11,41.992831,-87.670356,,2.0,2.0,,,1700.0,price: $1700.0<br>Beds: 2.0<br> Baths: 2.0,2,4,0,3,8.02998843622198
958,972,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-brand-new-2-bed-condo/6850917665.html,Edgewater! Brand New 2 Bed Condo Style Unit in Prime Andersonville,Apr 11,41.993231,-87.670456,,2.0,2.0,,,1725.0,price: $1725.0<br>Beds: 2.0<br> Baths: 2.0,3,4,0,3,8.05807784919541
959,973,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-brand-new-2-bed-condo/6850911906.html,Edgewater! Brand New 2 Bed Condo Style Unit in Prime Andersonville,Apr 11,41.992831,-87.670356,,2.0,2.0,,,1750.0,price: $1750.0<br>Beds: 2.0<br> Baths: 2.0,2,4,0,3,8.02998843622198
960,974,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-studio-on-magnolia/6850931209.html,Uptown Studio!  on N Magnolia,Apr 11,41.971657,-87.661329,,0.0,1.0,253.0,"['available mar 1', 'apartment', 'street parking']",995.0,price: $995.0<br>Beds: 0.0<br> Baths: 1.0,14,4,0,5,6.508514948217815
961,975,https://chicago.craigslist.org/chc/apa/d/chicago-great-location-studio-close-to/6856734766.html,Great Location!  Studio Close to Clark & Diversey!,Apr 11,41.935732,-87.644454,,0.0,1.0,,,984.0,price: $984.0<br>Beds: 0.0<br> Baths: 1.0,40,4,0,3,3.9435683854664583
